tid,cmpd_chembl_id,canonical_smiles,standard_type,value,confidence_score,cmpd_pref_name,activity_comment
10980,CHEMBL3906715,COc1cc2c(Nc3cc(Cl)c(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)CCO1,pIC50,7.3,9,,
10980,CHEMBL3955563,COc1cc(OC)cc(N(CCCN2CCCC2)c2ccc3ncc(-c4cnn(CCO)c4)nc3c2)c1.Cl,pIC50,7.115,9,,
10980,CHEMBL4557318,N#Cc1ccc(-c2csc(N3N=C(c4ccc(N5CCCCC5)cc4)CC3c3ccc(Cl)cc3)n2)cc1,pIC50,4.59,9,,
10980,CHEMBL68082,NCc1c(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc2n1C1CCCC1,pIC50,6.17,8,,
10980,CHEMBL558752,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,pIC50,5.89,8,RAF-265,
10980,CHEMBL206118,Cn1cnc(NCc2ccc3[nH]ncc3c2)c1-c1nnc(Nc2ccc(Cl)cc2)o1,pIC50,5.62,9,,
10980,CHEMBL251739,CCN(CC)C(=O)c1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,pIC50,5,8,,
10980,CHEMBL3758585,COc1cc2c(Nc3ccc(NC(=O)c4ccc(C)cc4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,pIC50,6.06,9,,
10980,CHEMBL374736,CCCCn1c2ccc(NC(=O)Nc3ccc(OC)cc3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,pIC50,7,9,,
10980,CHEMBL193747,O=C(NCCO)c1ccc(-c2nnc(Nc3ccc(OC(F)(F)Cl)cc3)c3ccccc23)cc1,pIC50,5.96,8,,
10980,CHEMBL372474,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4ccccc4F)c3)o2)c1,pIC50,7.05,9,GW678313X,
10980,CHEMBL390696,CN1CCN(CCNc2nc3ccc(Oc4ccc(NC(=O)Nc5cc(C(F)(F)F)ccc5F)cc4)cc3[nH]2)CC1,pIC50,7.48,9,,
10980,CHEMBL270793,COc1nc(NCCN2CCOCC2)ncc1C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2)ccc1C,pIC50,5.69,8,,
10980,CHEMBL358728,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)c1,pIC50,6.26,8,,
10980,CHEMBL182283,Cc1ccc(-c2cc3c(NC(=O)C4CC4)ncnc3o2)cc1,pIC50,6.2,8,GW819230X,
10980,CHEMBL1086860,Cc1ccc(NC(=O)c2cc(C3CC3)n[nH]2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,pIC50,7.32,8,,
10980,CHEMBL425930,O=C(Nc1ccc(-c2ccccc2)cc1)c1scnc1CCc1ccncc1,pIC50,5.97,9,,
10980,CHEMBL3894754,CCOc1ccnc(C#CCN(c2cc(OC)cc(OC)c2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)n1,pIC50,5.12,9,,
10980,CHEMBL4441332,c1ccc(Nc2ncc3c(n2)-c2cccnc2SC3)cc1,pIC50,6.25,9,,
10980,CHEMBL4086340,CCN(CC)c1cncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c1,pIC50,6.98,9,,
10980,CHEMBL3961102,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NC(=O)CCC(=O)NO)cc3)cc12)c1ccccc1,pIC50,7,9,,
10980,CHEMBL4177112,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc2c(c1)nc(CN1CCN(C)CC1)n2C)c1ccccc1,pIC50,6.59,9,,
10980,CHEMBL584701,CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5O)cc4F)c3s2)c1,pIC50,8.15,8,,
10980,CHEMBL3745943,CC(C)c1cc(NC(=O)n2ccc3cc(Oc4ncnc5c4CCNC5)ccc32)n[nH]1,pIC50,8.37,9,,
10980,CHEMBL209555,O=C(NC1CC1)c1ccc(F)c(CCc2cnc(Nc3ccccn3)s2)c1,pIC50,7.85,9,,
10980,CHEMBL265284,CCCn1c2ccc(NC(=O)Oc3ccc(F)cc3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,pIC50,7.34,9,,
10980,CHEMBL470483,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1ccc(N)nc1,pIC50,6.33,8,,
10980,CHEMBL3938610,COCCNC(=O)CN(c1cc(OC)cc(OC)c1)c1ccc2ncc(-c3cnn(C)c3)nc2c1,pIC50,5.82,9,,
10980,CHEMBL3746941,CC1(c2cc(NC(=O)n3ccc4cc(Oc5ncnc6c5CNC6)ccc43)n[nH]2)CC1,pIC50,9.3,9,,
10980,CHEMBL1289705,CCN1CCN(Cc2ccc(-c3cc4c([C@](C)(N)c5ccccc5)ncnc4[nH]3)cc2)CC1,pIC50,7.11,8,,
10980,CHEMBL399787,O=C1NN=C(c2cnns2)/C1=C/c1cc2c([nH]1)CCCC2,pIC50,7.25,9,,
10980,CHEMBL2430198,Cc1[nH]c2c(c1C(=O)NCCc1ccccn1)CCC/C2=C1/C(=O)Nc2ccc(F)cc21,pIC50,7.94,9,,
10980,CHEMBL295973,Cc1ccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc1,pIC50,6.55,8,,
10980,CHEMBL1080299,Cc1cccc(C(=O)Nc2ccc(C)c(Nc3nc4ccccc4n3-c3cc(N)ncn3)c2)c1,pIC50,6.55,8,,
10980,CHEMBL1080294,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1ncnc(N)c1C,pIC50,5.09,8,,
10980,CHEMBL3938265,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CN4CCN(CCCCCC(=O)NO)CC4)cc3)cc12)c1ccccc1,pIC50,7,9,,
10980,CHEMBL1086731,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)s2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,pIC50,8.4,8,,
10980,CHEMBL92973,Cc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1,pIC50,7.21,8,,
10980,CHEMBL401857,CC(C)c1c(-c2nnc(CN)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,pIC50,6.96,8,,
10980,CHEMBL406804,COc1cc(Nc2ncc3c(=O)n(-c4c(C)cccc4C)c4nc5ccccc5n4c3n2)cc(OC)c1OCCN1CCOCC1,pIC50,5.77,8,,
10980,CHEMBL521552,CNc1c(-c2nc3ccccc3[nH]2)c(=O)[nH]c2ccccc12,pIC50,6.66,9,,
10980,CHEMBL4584717,O=C(Nc1cccc(NC(=S)Nc2ccccc2)c1)c1ccccn1,pIC50,7,9,,
10980,CHEMBL3321910,Clc1ccc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1Cl,pIC50,6.12,9,,
10980,CHEMBL2337371,CC(C)(C)C(=O)Nc1nc(Nc2cccc(F)c2)c2c(n1)[nH]c1cccc(Cl)c12,pIC50,4.51,9,,
10980,CHEMBL2337370,CC(C)(C)C(=O)Nc1nc(Nc2ccc(Cl)cc2F)c2c(n1)[nH]c1cccc(Cl)c12,pIC50,4.05,9,,
10980,CHEMBL2337372,COc1cccc(Nc2nc(NC(=O)C(C)(C)C)nc3[nH]c4cccc(Cl)c4c23)c1,pIC50,4.39,9,,
10980,CHEMBL216891,CCCn1c2ccc(NC(=O)Nc3ccccc3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,pIC50,7.8,9,,
10980,CHEMBL507927,COc1ccc2[nH]c(-c3cccc4c3C(=O)NC4)nc2c1,pIC50,6.85,8,,
10980,CHEMBL4591664,COc1ccc(-c2cc3cc(OC)ccc3nc2Nc2ccc(NC(=O)CN(C)C)cc2)cc1,pIC50,6.96,9,,
10980,CHEMBL3633278,CCN(CC)CCOC(=O)c1ccc(OC)c(NC(=O)Nc2cc(-c3ccc(OC)nc3)ccc2OC(F)(F)F)c1,pIC50,4.42,9,,
10980,CHEMBL3323605,Brc1ccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)cc1,pIC50,6.75,9,,
10980,CHEMBL3323604,Clc1ccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)cc1,pIC50,6.62,9,,
10980,CHEMBL3323601,Fc1ccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)cc1,pIC50,5.87,9,,
10980,CHEMBL3323600,Fc1cccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)c1,pIC50,5.45,9,,
10980,CHEMBL3323603,Clc1cccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)c1,pIC50,5.62,9,,
10980,CHEMBL3633276,COc1ccc(C(=O)OCCN(C)C)cc1NC(=O)Nc1cc(-c2cncnc2)ccc1OC(F)(F)F,pIC50,4.29,9,,
10980,CHEMBL245746,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(C(C)C)c3)ccc2C)n1,pIC50,6.93,8,,
10980,CHEMBL3967645,COc1cc(OC)cc(N(CCCN2CCC(N)C2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl,pIC50,7.8,9,,
10980,CHEMBL205647,FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCc3cccc4ncccc34)o2)c1,pIC50,5.25,9,,
10980,CHEMBL2023486,CCc1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC)n[nH]1,pIC50,8.4,8,,
10980,CHEMBL2023485,CCc1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)n[nH]1,pIC50,8.52,8,,
10980,CHEMBL2023484,CCc1c[nH]nc1NC(=O)Cc1ccc(Oc2ccnc3cc(OC)ccc23)cc1OC,pIC50,5.89,8,,
10980,CHEMBL2023483,COc1ccc2c(Oc3ccc(CC(=O)Nc4n[nH]c(C)c4C)c(OC)c3)ccnc2c1,pIC50,6.29,8,,
10980,CHEMBL2023482,CCc1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC)no1,pIC50,7.7,8,,
10980,CHEMBL595143,COc1cc2c(Oc3ccc(-c4nc5ccccc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,pIC50,6.83,8,,
10980,CHEMBL595142,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3O)ncnc2cc1OCCCN1CCN(C)CC1,pIC50,6.55,8,,
10980,CHEMBL2403373,CN1CCC(Nc2ccc3c(c2)/C(=C/c2cc4c([nH]2)CCN(C(=O)N2CCOCC2)C4)C(=O)N3)CC1,pIC50,8.52,9,,
10980,CHEMBL2403372,O=C1Nc2ccc(C(F)(F)F)cc2/C1=C/c1cc2c([nH]1)CCN(C(=O)N1CCOCC1)C2,pIC50,7.08,9,,
10980,CHEMBL2403371,COc1ccc2c(c1)/C(=C/c1[nH]c3c(c1Cl)CN(C(C)=O)CC3)C(=O)N2,pIC50,7.06,9,,
10980,CHEMBL364962,CCOC(=O)c1cn2ncnc(Oc3cccc(C(=O)NOC)c3)c2c1C(C)C,pIC50,6.57,9,,
10980,CHEMBL2403377,CC(=O)N1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(C#N)cc43)cc2C1,pIC50,7.7,9,,
10980,CHEMBL522601,O=C1NCc2cccc(-c3cc4cc(OCCCN5CCC(O)CC5)ccc4[nH]3)c21,pIC50,7.75,8,,
10980,CHEMBL2403375,CC(=O)N1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(OC(C)C)cc43)cc2C1,pIC50,6.05,9,,
10980,CHEMBL2023488,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1CC(=O)Nc1cn(C)nc1C,pIC50,5.4,8,,
10980,CHEMBL3986984,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCN5CCCC5)sc34)cc2F)c1,pIC50,8.37,8,,399293
10980,CHEMBL537435,Cc1cccc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1.Cl,pIC50,8.22,9,,
10980,CHEMBL540203,Nc1ncnc2onc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)o3)c12,pIC50,4.8,9,,
10980,CHEMBL3903593,Cc1cccc(C(=O)Nc2cccc(C#Cc3ccc4nccn4n3)c2)c1,pIC50,6.295,8,,357150
10980,CHEMBL3961005,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,pIC50,7.3,9,,
10980,CHEMBL179360,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cccc([N+](=O)[O-])c4)cc3)c2cc1OC,pIC50,8.96,8,,
10980,CHEMBL1085564,CN1CCN(c2cccc(-c3cnn4c(N)c(-c5ccc(NC(=O)Oc6ccccc6)cc5)cnc34)c2)CC1,pIC50,5.39,8,,
10980,CHEMBL3753051,Cc1nc(NC(=O)CN2CCN(c3nnc(-c4ccccc4)c4ccccc34)CC2)sc1C(=O)Nc1ccccc1,pIC50,6.4,9,,
10980,CHEMBL1271533,Nc1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)ccn1,pIC50,7.24,8,,
10980,CHEMBL214665,COc1cc(OC2CCN(C)CC2)c2c(Nc3c(Cl)ccc4c3OCO4)ncnc2c1,pIC50,4.67,9,,
10980,CHEMBL2401832,C[C@@H](Oc1c(N)ncc2c(C3=CCN(C(N)=O)CC3)coc12)c1c(Cl)ccc(F)c1Cl,pIC50,5.55,9,,
10980,CHEMBL75462,COc1cccc(Nc2nnc(Cc3ccncc3)c3ccccc23)c1,pIC50,6.62,8,,
10980,CHEMBL1094492,COc1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1.Cl,pIC50,6.03,8,,
10980,CHEMBL383123,c1cnc(CCc2ccncc2)c(-c2nnc(NCc3ccc4c(c3)OCO4)o2)c1,pIC50,6.805,9,,
10980,CHEMBL443563,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1OC,pIC50,7,9,GW627512B,
10980,CHEMBL187033,CN(c1ccc(NC(=O)Oc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,pIC50,7.02,9,,
10980,CHEMBL206348,Cc1ccc(NC(=O)c2ccccc2Cn2ccc3cnccc32)c(F)c1,pIC50,6.54,9,,
10980,CHEMBL3919069,CS(C)(=O)=NC(=O)c1cncc(C#Cc2cccc(NC(=O)Nc3ccccc3F)c2)c1,pIC50,7.71,8,,368364
10980,CHEMBL3927914,COc1ccc(NC(=S)NNc2nncc3ccccc23)cc1,pIC50,8.24,9,,
10980,CHEMBL3781989,c1ccc(-c2cnc3cncc(Nc4ccc(N5CCCCC5)cc4)c3n2)cc1,pIC50,5.81,9,,
10980,CHEMBL3775086,COc1cc2ncnc(Nc3cc(C)cc(O)c3)c2cc1OC,pIC50,6.19,9,,
10980,CHEMBL475796,Cc1ccc(NCc2ccc(C(=O)Nc3ccccc3N)cc2)cc1Nc1nccc(-c2cccnc2)n1,pIC50,5.11,8,,
10980,CHEMBL195964,Cc1sc2ncnc(N)c2c1-c1ccc(Nc2nc3ccccc3o2)cc1,pIC50,6.77,8,,
10980,CHEMBL419458,Clc1ccc(Nc2nnc(Cc3ccncn3)c3ccccc23)cc1,pIC50,6.39,8,,
10980,CHEMBL2113063,C[C@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,pIC50,7.96,9,,
10980,CHEMBL2113062,C[C@]12O[C@H](C[C@@]1(C)O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,pIC50,7.12,9,,
10980,CHEMBL411091,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(C)cc5)cccc4c3)c2cc1OC,pIC50,9.3,9,,
10980,CHEMBL3944780,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(N2CCNCC2)n1,pIC50,7.3,9,,
10980,CHEMBL398610,CCOc1cccc2c1c(/C=C1\C(=O)NN=C1c1snnc1C)cn2C,pIC50,7.43,9,,
10980,CHEMBL429455,Cc1noc(NCc2ccncc2)c1C(=O)Nc1ccc(OC(F)(F)F)cc1,pIC50,5.745,8,,
10980,CHEMBL438970,COc1ccc2c(c1)c(/C=C1\C(=O)NN=C1c1cnccn1)cn2C,pIC50,7.52,9,,
10980,CHEMBL270302,Nc1noc2cccc(-c3ccc(NC(=O)Nc4ccccc4C(F)(F)F)cc3)c12,pIC50,5.21,8,,
10980,CHEMBL270306,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)N[C@@H](C)c3ccccc3)c2cc1OC,pIC50,9,9,,
10980,CHEMBL377345,O=c1[nH]c2ccccc2c(O)c1-c1nc2ccccc2[nH]1,pIC50,6.62,9,,
10980,CHEMBL3931724,CCCCCC(=O)N1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,pIC50,7.3,9,,
10980,CHEMBL203394,Cn1cnc(NCc2ccc(F)c(F)c2)c1-c1nnc(Nc2ccc(Cl)cc2)o1,pIC50,5.49,9,,
10980,CHEMBL197186,COc1cc(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c(Cl)cn1,pIC50,7.1,9,,
10980,CHEMBL3746776,C[C@H]1Cc2c(ncnc2Oc2ccc3c(ccn3C(=O)Nc3cc(C4(C)CC4)[nH]n3)c2)CN1,pIC50,8.575,9,,
10980,CHEMBL3976501,NC(=O)/C=C\c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1,pIC50,5.55,8,,389862
10980,CHEMBL3752096,CCOC(=O)c1sc(NC(=O)CN2CCN(c3nnc(-c4ccccc4)c4ccccc34)CC2)nc1C,pIC50,5.5,9,,
10980,CHEMBL387971,COCCOCC#Cc1cc(-c2n[nH]c3c2C(=O)c2cc(CN4CCN(C)CC4)ccc2-3)cs1,pIC50,7.945,9,,
10980,CHEMBL387972,CC1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,pIC50,7.055,9,,
10980,CHEMBL4240969,Cc1cc(-c2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)c2c(N)onc2n1,pIC50,7.96,9,,
10980,CHEMBL409933,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)N[C@H](C)c3ccccc3)c2cc1OC,pIC50,7.4,9,,
10980,CHEMBL4073536,CCN(CC)c1cccc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(C)c34)cc2)c1,pIC50,4.38,9,,
10980,CHEMBL411630,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(C)cc3)c2cc1OC,pIC50,9.7,9,,
10980,CHEMBL411632,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)nc1,pIC50,6.9,8,,
10980,CHEMBL4217462,CC(=O)Nc1cn2cc(-c3cc(NC(=O)c4cccc(C(C)(C)C)c4)ccc3C)ccc2n1,pIC50,7.36,9,,
10980,CHEMBL400400,Cc1cc(C)c(/C=C2\C(=O)NN=C2c2snnc2C)[nH]1,pIC50,6.71,9,,
10980,CHEMBL400402,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,pIC50,8.66,8,,
10980,CHEMBL4443752,CCCCC(=O)Nc1cc(Oc2ccc(Nc3nccc4[nH]cc(-c5ccc(F)cc5)c(=O)c34)cc2F)ccn1,pIC50,7.57,9,,
10980,CHEMBL3690459,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4ccc(F)cn4)ccn23)c1,pIC50,7.3,9,,259745
10980,CHEMBL3690458,O=C1CN(c2ccc(-c3ccn4c(-c5cccc(NC(=O)NCC(F)(F)F)c5)cnc4c3)nn2)CCN1,pIC50,7.92,9,,259744
10980,CHEMBL3690455,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4ccc(CO)cn4)ccn23)c1,pIC50,7.54,9,,259741
10980,CHEMBL3690454,Cc1ccc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)nc1,pIC50,7.57,9,,259740
10980,CHEMBL3690457,O=C1CN(c2ncc(-c3ccn4c(-c5cccc(NC(=O)NCC(F)(F)F)c5)cnc4c3)cn2)CCN1,pIC50,7.08,9,,259743
10980,CHEMBL3690456,Cc1cnc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)cn1,pIC50,6.62,9,,259742
10980,CHEMBL3690451,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4ccnnc4)ccn23)c1,pIC50,6.89,9,,259737
10980,CHEMBL3690450,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4cnc(N5CC(F)(F)C5)nc4)ccn23)c1,pIC50,6.64,9,,259736
10980,CHEMBL3690453,COc1cncc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)n1,pIC50,6.63,9,,259739
10980,CHEMBL3690452,COc1cnc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)cn1,pIC50,6.72,9,,259738
10980,CHEMBL4570785,O=C(Nc1ccc2[nH]c(-c3ccc(Cl)cc3)nc2c1)c1ccc(Cl)c(F)c1,pIC50,6,9,,
10980,CHEMBL4081243,CN1CCN(Cc2ccc(NC(=O)c3cccc(C#Cc4cncc5ccccc45)c3)cc2C(F)(F)F)CC1,pIC50,8.6,9,,
10980,CHEMBL425749,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)c(F)c2)c1,pIC50,7.96,9,,
10980,CHEMBL474046,Cc1ccc(NC(=O)c2ccc(C(=O)Nc3ccccc3N)nc2)cc1Nc1ncc(-c2cccnc2)s1,pIC50,5.05,8,,
10980,CHEMBL3933421,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cncc(C(=O)N=S(C)(=O)CCCN3CCN(CCOCCO)CC3)c2)c1,pIC50,8.025,8,,368368
10980,CHEMBL3946208,Cc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1NC(=O)Nc1cccc(C(F)(F)F)c1,pIC50,8.04,8,,410251
10980,CHEMBL374690,CN(C)C(=O)COc1ccc2c(c1)Cc1c(-c3csc(C#CCOc4ccccc4)c3)n[nH]c1-2,pIC50,7.69,9,,
10980,CHEMBL214063,Cc1cccc(NC(=O)N(Cc2ccc(-c3n[nH]c4c3Cc3cc(CN5CCN(C)CC5)ccc3-4)s2)C2CC2)c1,pIC50,7.225,9,,
10980,CHEMBL4576032,COc1cc2c(Nc3ccc(F)c(F)c3)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,pIC50,5.96,9,,
10980,CHEMBL469261,O=C(c1ccccc1NCc1ccc2ncccc2c1)c1c[nH]c2ccc(F)cc12,pIC50,5.615,8,,
10980,CHEMBL3903022,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(CS(=O)(=O)c2ccccn2)no1,pIC50,7.3,9,,
10980,CHEMBL3809754,CC(C)(C)c1cc(NC(=O)n2ccc3ncc(Oc4ncnc5c4CNC5)cc32)no1,pIC50,6.805,9,,
10980,CHEMBL212899,c1csc(-c2n[nH]c3c2Cc2ccccc2-3)c1,pIC50,6.03,9,,
10980,CHEMBL381182,FC(F)(F)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,pIC50,7.18,9,,
10980,CHEMBL3967877,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCN5CCCC(CO)C5)sc34)cc2F)c1,pIC50,8.15,8,,399333
10980,CHEMBL3933398,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(S(=O)(=O)c2ccccc2)CCO1,pIC50,7.3,9,,
10980,CHEMBL220444,Cc1cc2c(F)c(Oc3ncnc(N)c3/C=N/OCCCN(C)C)ccc2[nH]1,pIC50,7,9,,
10980,CHEMBL3929188,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1OCCO1,pIC50,7.3,9,,
10980,CHEMBL4160813,C=CC(=O)Nc1cccc(-c2ccc(NC(=O)Nc3ccc(C)c(Cl)c3)cc2)n1,pIC50,8.15,9,,
10980,CHEMBL3893575,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(C2CCCNC2)n1,pIC50,7.3,9,,
10980,CHEMBL4162947,Nc1ncc2ccc(-c3ccc(NC(=O)C4(C(=O)Nc5cc(OC(F)(F)F)ccc5Br)CC4)cc3)cc2n1,pIC50,6.9,9,,
10980,CHEMBL1083022,COc1cc(-c2cnc3c(-c4cccc(N5CCN(C)CC5)c4)cnn3c2N)ccc1NC(=O)OCC(C)C,pIC50,5.04,8,,
10980,CHEMBL1083023,CN1CCN(c2ccc(-c3cnn4c(N)c(-c5cccc(O)c5)cnc34)cc2)CC1,pIC50,7.02,8,,
10980,CHEMBL240429,c1ccc(-c2oc3nccc(NC[C@@H]4CCCO4)c3c2-c2ccccc2)cc1,pIC50,5.38,8,,
10980,CHEMBL92564,COc1ccc(-c2cnc3c(-c4ccccn4)cnn3c2)cc1,pIC50,6,8,,
10980,CHEMBL214495,CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4N4CCCCC4)ccc3C)ccc2n1,pIC50,5.85,9,,
10980,CHEMBL1681951,CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2cccc(F)c2)c(Cl)c1,pIC50,8.77,8,,
10980,CHEMBL238720,Cc1noc(NCc2ccncc2)c1C(=O)Nc1ccc(C(C)C)cc1,pIC50,6.29,8,,
10980,CHEMBL1681953,CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccc(F)cc2F)c(Cl)c1,pIC50,8.52,8,,
10980,CHEMBL465016,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(NC(=O)CN(C)C)cc1)c1ccccc1,pIC50,6.92,9,,
10980,CHEMBL465015,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(NC(=O)CN2CCN(C)CC2)cc1)c1ccccc1,pIC50,7.08,9,,
10980,CHEMBL1956887,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(-c4ccccc4)cc3)[nH]c2n1,pIC50,5.22,8,,
10980,CHEMBL1956885,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(Cl)cc3)[nH]c2n1,pIC50,5.08,8,,
10980,CHEMBL4532350,CN(C)c1ccc(C2CC(c3c(O)c4ccccc4oc3=O)=NN2c2nc(-c3ccccc3)c(/N=N/c3ccc(Cl)cc3)s2)cc1,pIC50,5.27,9,,
10980,CHEMBL3923808,COc1cc(OC)cc(N(CC(=O)N2CCCC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,pIC50,5.72,9,,
10980,CHEMBL3898138,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C/C=C/Br)CCO1,pIC50,7.3,9,,
